procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 123254216  92172 7388708    0    0     4     1    3    3  0  0 100  0  0
 1  0      0 123078592  92224 7389948    0    0  1144     0 1638  719  5  0 95  0  0
 1  0      0 123031256  92224 7389948    0    0    24     0  576  419  2  0 98  0  0
 1  0      0 122978216  92224 7390032    0    0     0     0  513  360  2  0 98  0  0
 1  0      0 122702896  92236 7572336    0    0 181988   252  907  781  1  0 98  0  0
 1  0      0 122370064  92260 7572524    0    0    28   260 1151 1644  1  0 98  0  0
 1  0      0 122348696  92260 7572528    0    0   308   168  701  250  2  0 98  0  0
 2  0      0 122047584  92260 7623936    0    0  2944     0 4706 1306  2  1 97  0  0
 4  0      0 121463328  92260 7725696    0    0 16668     0 11368 3045  1  2 98  0  0
 3  1      0 120941744  92272 7960812    0    0 45016     0 16553 21622  1  1 97  0  0
 4  0      0 120630416  92272 7987436    0    0 26156    12 16383 10828  3  1 96  0  0
 4  0      0 120617784  92280 7990060    0    0  1596   100 1946 18942  4  0 96  0  0
 5  0      0 120603072  92280 8003048    0    0     0     0 1899 15814  4  0 96  0  0
 1  0      0 120599520  92296 8007936    0    0     4   364 2325 19241  4  0 96  0  0
 4  0      0 120616816  92296 7990012    0    0     0    72 1964 19974  4  0 96  0  0
 2  0      0 120615936  92296 7989712    0    0     0     0 2083 17579  4  0 96  0  0
 1  0      0 120597840  92296 8008484    0    0     0     8 1842 17282  4  0 96  0  0
 1  0      0 120616824  92296 7989160    0    0     0     0 2030 19714  4  0 96  0  0
 4  0      0 120616480  92300 7990140    0    0     0    80 1829 18869  4  0 96  0  0
 4  0      0 120616248  92300 7989648    0    0     0     0 1895 18731  4  0 96  0  0
 1  0      0 120594616  92300 8008420    0    0     0    68 1917 16372  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 120613088  92300 7989696    0    0     0     8 1960 20336  4  0 96  0  0
 3  0      0 120612704  92300 7989632    0    0     0     0 1745 18825  4  0 96  0  0
 4  0      0 120611840  92300 7990044    0    0     0    32 1828 16011  4  0 96  0  0
 2  0      0 120613136  92300 7989660    0    0     0    40 1874 18813  4  0 96  0  0
 1  0      0 120613240  92300 7989616    0    0     0     0 2065 19788  4  0 96  0  0
 1  0      0 120612360  92300 7990148    0    0     0    60 1870 18857  4  0 96  0  0
 1  0      0 120594768  92316 8008484    0    0     0    60 1833 15279  4  0 96  0  0
 2  0      0 120612736  92316 7989620    0    0     0    28 1871 20084  4  0 96  0  0
 1  0      0 120613344  92316 7989252    0    0     0    32 2347 19924  4  0 96  0  0
 4  0      0 120612928  92316 7989660    0    0     0     0 1944 19829  4  0 96  0  0
 1  0      0 120594856  92316 8008084    0    0     0     0 1825 13633  4  0 96  0  0
 2  0      0 120607040  92316 7995516    0    0     0    64 1992 19575  4  0 96  0  0
 4  0      0 120612176  92324 7989660    0    0     0    40 2049 19200  4  0 96  0  0
 1  0      0 120593352  92324 8008496    0    0     0     0 2077 15125  4  0 96  0  0
 2  0      0 120612616  92324 7989712    0    0     0     0 2212 19377  4  0 96  0  0
 1  0      0 120612192  92324 7989664    0    0     0     0 1856 19415  4  0 96  0  0
 4  0      0 120612096  92324 7990108    0    0     0     0 1971 18700  4  0 96  0  0
 1  0      0 120590624  92324 8008136    0    0     0    76 1730 15648  4  0 96  0  0
 2  0      0 120602064  92324 7996924    0    0     0     4 2032 20409  4  0 96  0  0
 1  0      0 120608960  92324 7989680    0    0     0   184 2031 19497  4  0 96  0  0
 4  0      0 120609056  92324 7989600    0    0     0     0 2000 17163  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 120608416  92324 7989696    0    0     0     0 1897 16913  4  0 96  0  0
 4  0      0 120607504  92324 7990096    0    0     0    52 2010 19625  4  0 96  0  0
 1  0      0 120589904  92324 8008172    0    0     0     0 1899 19557  4  0 96  0  0
 2  0      0 120608632  92324 7989576    0    0     0     0 2079 19815  4  0 96  0  0
 1  0      0 120607736  92324 7990084    0    0     0     0 2002 19545  4  0 96  0  0
 1  0      0 120606464  92324 7989736    0    0     0     0 2090 19958  4  0 96  0  0
 1  0      0 120606080  92332 7990236    0    0     0    88 1807 17443  4  0 96  0  0
 1  0      0 120605152  92332 7990132    0    0     0    80 2428 17208  4  0 96  0  0
 1  0      0 120587344  92332 8008556    0    0     0     0 1974 19938  4  0 96  0  0
 1  0      0 120586928  92332 8008524    0    0     0     0 2036 20160  4  0 96  0  0
 4  0      0 120605728  92332 7990072    0    0     0     0 1901 18820  4  0 96  0  0
 4  0      0 120603936  92332 7990188    0    0     0    40 1993 16601  4  0 96  0  0
 1  0      0 120586592  92332 8008192    0    0     0   168 2000 18988  4  0 96  0  0
 1  0      0 120605080  92332 7989816    0    0     0     0 2004 19533  4  0 96  0  0
 4  0      0 120604688  92332 7990188    0    0     0     0 1826 18723  4  0 96  0  0
 4  0      0 120605032  92332 7989768    0    0     0     0 1978 16457  4  0 96  0  0
 1  0      0 120587200  92332 8008660    0    0     0    52 1987 18637  4  0 96  0  0
 2  0      0 120606192  92332 7989768    0    0     0     0 2083 19678  4  0 96  0  0
 2  0      0 120606016  92332 7989720    0    0     0     8 2098 19790  4  0 96  0  0
 1  0      0 120606128  92332 7989312    0    0     0     0 2046 19977  4  0 96  0  0
 3  0      0 120604992  92332 7990220    0    0     0     0 1811 16312  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 120587672  92336 8008572    0    0     0    32 1932 18446  4  0 96  0  0
 2  0      0 120606400  92336 7989844    0    0     0     0 1867 19508  4  0 96  0  0
 1  0      0 120606336  92336 7990352    0    0     0     8 2008 18660  4  0 96  0  0
 5  0      0 120588520  92336 8004832    0    0     0     0 1827 15907  4  0 96  0  0
 2  0      0 120592040  92336 8001932    0    0     0    64 1938 19511  4  0 96  0  0
 1  0      0 120603472  92340 7989884    0    0     0    52 1992 20369  4  0 96  0  0
 4  0      0 120603392  92340 7990348    0    0     0     0 1915 15440  4  0 96  0  0
 1  0      0 120586040  92340 8008736    0    0     0     0 1868 19170  4  0 96  0  0
 2  0      0 120604552  92340 7989832    0    0     0     0 1931 19600  4  0 96  0  0
 1  0      0 120603920  92340 7990288    0    0     0     0 1966 19381  4  0 96  0  0
 1  0      0 120586576  92340 8008656    0    0     0    16 1782 15249  3  0 96  0  0
