procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 98553504 106516 32092452    0    0     0     3    1    1  0  0 100  0  0
 1  0      0 98382496 106516 32092460    0    0     0     0 1529  548  5  0 95  0  0
 1  0      0 98333856 106516 32092460    0    0     0     0  525  427  2  0 98  0  0
 1  0      0 98199568 106516 32092484    0    0     0   236 1082  942  1  0 98  0  0
 1  0      0 98149920 106516 32092312    0    0     0    12  531  349  2  0 98  0  0
 2  0      0 98017624 106516 32092312    0    0     0   220  787  385  3  0 97  0  0
 2  0      0 97852736 106516 32092312    0    0     0     0 1786  503  6  0 93  0  0
 2  0      0 97701024 106516 32092312    0    0     0     0 1499  576  7  0 93  0  0
 2  0      0 97609104 106520 32092312    0    0     0   140  955  477  3  0 97  0  0
 2  0      0 97558048 106520 32092328    0    0     0     8 1244  443  3  0 96  0  0
 1  0      0 97469952 106520 32092316    0    0     0     0 1093  557  2  0 98  0  0
17  0      0 97308416 106520 32092344    0    0     0   144 1261  690  5  0 95  0  0
 5  0      0 97096304 106520 32092344    0    0     0     0 1986 2722  7  1 92  0  0
 5  0      0 96472160 106524 32092344    0    0     0     0 2562 1928 12  1 87  0  0
 5  0      0 96296568 106524 32092352    0    0     0   112 1832  414  8  1 91  0  0
 5  0      0 96073664 106532 32092396    0    0     0    32 2301 1734  8  1 91  0  0
 4  0      0 95850584 106564 32092980    0    0     0    32 2112 1263  7  1 92  0  0
 8  0      0 95684048 106596 32093092    0    0     0     0 1738 1332  7  1 92  0  0
 7  0      0 94705512 106620 32093636    0    0   532     4 4234 2321 13  2 85  0  0
 8  0      0 93460928 106636 32455848    0    0 337244   168 3824 2803  8  3 87  1  0
 8  0      0 93201712 106636 32830416    0    0 373828     0 3328 4545  7  4 86  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  4      0 92754064 106636 33188632    0    0 357992     0 3321 5590  7  3 86  5  0
 5  0      0 92328784 106636 33546868    0    0 357068     0 3965 6064  6  3 86  4  0
 1  2      0 91824904 106636 33902908    0    0 354752     0 2341 5284  0  2 93  5  0
 0  4      0 91564648 106636 34240440    0    0 337056    92 1927 5482  0  2 93  5  0
 4  0      0 91150632 106636 34585660    0    0 344492     0 1894 5373  0  3 93  4  0
46  0      0 87806928 106636 34693784    0    0 107552     0 3410 4572 10  6 83  1  0
26  0      0 82640168 106636 34693784    0    0     0     4 5398 6004 21  6 72  0  0
40  0      0 77394032 106636 34693784    0    0     0     0 5560 5930 21  7 72  0  0
28  0      0 72018632 106636 34693776    0    0     0   100 5561 6006 21  7 72  0  0
 4  0      0 74036000 106636 34694040    0    0     4     0 3243 3974 10  5 85  0  0
 4  0      0 79782656 106636 34702248    0    0     0     0 3404 1530  5  2 93  0  0
 4  0      0 86265384 106636 34733004    0    0   852     0 1474  555  6  1 93  0  0
 4  0      0 86263056 106636 34733884    0    0     0     0 1413 1861  7  0 93  0  0
 4  0      0 86262592 106636 34733876    0    0     0   112 1552  816  7  0 93  0  0
 4  0      0 88548928 106636 34733860    0    0     0     0 2210 1089  7  1 93  0  0
 0  0      0 94502360 106636 34670276    0    0     0   336 4510 1811  4  3 93  0  0
 0  0      0 94502832 106636 34670252    0    0     0     0  149  253  0  0 100  0  0
 1  0      0 94515408 106636 34670252    0    0     0     0  341  241  1  0 99  0  0
 1  0      0 95206664 106636 34670220    0    0     0    84 1378  797  3  1 97  0  0
