procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 109826176 105516 20843824    0    0     0     3    1    0  0  0 100  0  0
 1  0      0 109654928 105516 20844136    0    0    36     0  690  333  2  0 98  0  0
 1  0      0 109607304 105516 20844136    0    0     0     0  519  444  2  0 98  0  0
 1  0      0 109553896 105520 20844132    0    0     0  1668  451  378  2  0 98  0  0
 1  0      0 109236000 105520 20844160    0    0     0    64  569  478  1  0 98  0  0
109  0      0 109089344 105520 20852352    0    0     0     0  915  380  1  1 98  0  0
 1  0      0 108653128 105520 21056684    0    0     0     0 4252 1197  2  1 97  0  0
 1  0      0 108631968 105520 21057056    0    0     0     0  420  287  2  0 98  0  0
 1  0      0 108628592 105520 21056688    0    0     0     0  629  452  2  0 98  0  0
 1  0      0 108628544 105520 21056684    0    0     0   136  521  355  2  0 98  0  0
 1  0      0 108630448 105520 21056688    0    0     0    12  534  259  2  0 98  0  0
 1  0      0 108630152 105520 21056684    0    0     0     0  502  304  2  0 98  0  0
 1  0      0 108575288 105520 21056688    0    0     0  1740  775  442  2  0 98  0  0
 1  0      0 108573600 105520 21056688    0    0     0     0  417  242  2  0 98  0  0
 1  0      0 108573048 105520 21056688    0    0     0    32  606  375  2  0 98  0  0
 1  0      0 108573008 105520 21057052    0    0     0     0  502  306  2  0 98  0  0
 2  0      0 108571312 105520 21056688    0    0     0     8  555  376  2  0 98  0  0
 1  0      0 108571264 105520 21056684    0    0     0     0  483  300  2  0 98  0  0
 2  0      0 108569576 105520 21056688    0    0     0     0  511  262  2  0 98  0  0
 1  0      0 108570064 105520 21056684    0    0     0    32  625  449  2  0 98  0  0
 2  0      0 108571472 105520 21056688    0    0     0     0  577  401  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 108571920 105520 21056684    0    0     0     8  491  304  2  0 98  0  0
 2  0      0 108573568 105520 21056688    0    0     0     0  494  261  2  0 98  0  0
 1  0      0 108573744 105520 21056688    0    0     0     0  498  302  2  0 98  0  0
 2  0      0 108575424 105520 21056688    0    0     0   256  691  434  2  0 98  0  0
 1  0      0 108575384 105520 21056684    0    0     0     0  475  312  2  0 98  0  0
 1  0      0 108573440 105520 21056696    0    0     0     0  505  259  2  0 98  0  0
 1  0      0 108573392 105520 21056692    0    0     0     8  517  351  2  0 98  0  0
 2  0      0 108552800 105520 21078476    0    0     0     0  651  376  2  0 98  0  0
 1  0      0 108574968 105520 21056328    0    0     0    36  878  437  2  0 98  0  0
 2  0      0 108538560 105520 21094328    0    0     0     0  584  257  2  0 98  0  0
 1  0      0 108576576 105520 21056328    0    0     0     0  470  283  2  0 98  0  0
 2  0      0 108538280 105520 21091912    0    0     0     8  612  406  2  0 98  0  0
 1  0      0 108574040 105520 21056700    0    0     0     0  438  284  2  0 98  0  0
 1  0      0 108572432 105520 21057064    0    0     0    28  604  337  2  0 98  0  0
 1  0      0 108574624 105520 21056696    0    0     0     0  482  229  2  0 98  0  0
 1  0      0 108574336 105520 21057064    0    0     0     0  633  421  2  0 98  0  0
 1  0      0 108572632 105520 21056696    0    0     0     0  420  214  2  0 98  0  0
 1  0      0 108572544 105520 21057064    0    0     0     8  629  311  2  0 98  0  0
 1  0      0 108574488 105520 21056696    0    0     0    16  454  240  2  0 98  0  0
 1  0      0 108570560 105520 21056812    0    0     0     0  728  447  2  0 98  0  0
 1  0      0 108572000 105520 21057064    0    0     0     0  429  240  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 108572208 105520 21056692    0    0     0     0  665  401  2  0 98  0  0
 1  0      0 108570256 105520 21056336    0    0     0    12  410  250  2  0 98  0  0
 1  0      0 108570432 105520 21057064    0    0     0    44  656  455  2  0 98  0  0
 1  0      0 108568776 105520 21056700    0    0     0     0  404  237  2  0 98  0  0
 1  0      0 108570672 105520 21056700    0    0     0     0  408  226  2  0 98  0  0
 1  0      0 108573408 105520 21056700    0    0     0     0  562  323  2  0 98  0  0
 1  0      0 108573616 105520 21056332    0    0     0     0  569  435  2  0 98  0  0
 1  0      0 108571632 105520 21057068    0    0     0    40  506  245  2  0 98  0  0
