index, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
1, 95 %, 49 %, 7815 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 97 %, 46 %, 7815 MiB
1, 97 %, 47 %, 7815 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 50 %, 7815 MiB
1, 92 %, 50 %, 7815 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 42 %, 7815 MiB
1, 92 %, 43 %, 7815 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 50 %, 7815 MiB
1, 97 %, 50 %, 7815 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 46 %, 7815 MiB
1, 91 %, 46 %, 7815 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 45 %, 7815 MiB
1, 96 %, 45 %, 7815 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 51 %, 7815 MiB
1, 88 %, 48 %, 7815 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 97 %, 46 %, 7815 MiB
1, 95 %, 45 %, 7815 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 49 %, 7815 MiB
1, 97 %, 50 %, 7815 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 43 %, 7815 MiB
1, 95 %, 44 %, 7815 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 44 %, 7815 MiB
1, 88 %, 49 %, 7815 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 97 %, 46 %, 7815 MiB
1, 97 %, 46 %, 7815 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 38 %, 10 %, 7815 MiB
