deepspeech2-0_1,1201,0,25,8,-1,-1,-1,-1,-1,2,2,1,-1,0,-1,-1,-1,0
cifar10-1_1,1312,0,34,8,-1,-1,-1,-1,-1,2,4,2,-1,0,-1,-1,-1,1
bert-2_1,1432,0,41,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
deepspeech2-3_1,1802,0,56,1,-1,-1,-1,-1,-1,2,9,1,-1,0,-1,-1,-1,0
cifar10-4_1,2384,0,73,6,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
cifar10-5_1,2810,0,74,1,-1,-1,-1,-1,-1,2,19,2,-1,0,-1,-1,-1,1
cifar10-6_1,2851,0,75,1,-1,-1,-1,-1,-1,2,22,2,-1,0,-1,-1,-1,1
bert-7_1,2943,0,109,6,-1,-1,-1,-1,-1,2,25,1,-1,0,-1,-1,-1,1
cifar10-8_1,3151,0,128,1,-1,-1,-1,-1,-1,2,25,1,-1,0,-1,-1,-1,1
bert-9_1,3371,0,138,2,-1,-1,-1,-1,-1,2,9,1,-1,0,-1,-1,-1,1
cifar10-10_1,3395,0,141,6,-1,-1,-1,-1,-1,2,22,2,-1,0,-1,-1,-1,1
deepspeech2-11_1,3731,0,149,8,-1,-1,-1,-1,-1,2,43,1,-1,0,-1,-1,-1,0
cifar10-12_1,3770,0,187,2,-1,-1,-1,-1,-1,2,6,1,-1,0,-1,-1,-1,1
cifar10-13_1,4007,0,194,1,-1,-1,-1,-1,-1,2,44,1,-1,0,-1,-1,-1,1
cifar10-14_1,4300,0,200,1,-1,-1,-1,-1,-1,2,6,1,-1,0,-1,-1,-1,1
cifar10-15_1,4695,0,214,4,-1,-1,-1,-1,-1,2,44,1,-1,0,-1,-1,-1,1
cifar10-16_1,4724,0,218,8,-1,-1,-1,-1,-1,2,43,1,-1,0,-1,-1,-1,1
cifar10-17_1,4767,0,259,8,-1,-1,-1,-1,-1,2,43,1,-1,0,-1,-1,-1,1
cifar10-18_1,5109,0,260,4,-1,-1,-1,-1,-1,2,43,1,-1,0,-1,-1,-1,1
cifar10-19_1,5203,0,273,8,-1,-1,-1,-1,-1,2,22,2,-1,0,-1,-1,-1,1
cifar10-20_1,5336,0,285,10,-1,-1,-1,-1,-1,2,43,1,-1,0,-1,-1,-1,1
cifar10-21_1,5825,0,288,1,-1,-1,-1,-1,-1,2,22,2,-1,0,-1,-1,-1,1
cifar10-22_1,6033,0,290,2,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
deepspeech2-23_1,6303,0,302,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,0
bert-24_1,6571,0,330,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
cifar10-25_1,6581,0,334,8,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
bert-26_1,6589,0,343,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
deepspeech2-27_1,6835,0,347,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,0
deepspeech2-28_1,6872,0,362,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,0
deepspeech2-29_1,6878,0,363,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,0
cifar10-30_1,7024,0,364,10,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
cifar10-31_1,7461,0,382,8,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
bert-32_1,7906,0,392,8,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
cifar10-33_1,8147,0,403,10,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
deepspeech2-34_1,8692,0,404,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,0
bert-35_1,8914,0,404,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
deepspeech2-36_1,9317,0,421,2,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,0
bert-37_1,9474,0,421,16,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
bert-38_1,9509,0,421,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
cifar10-39_1,9562,0,448,8,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
cifar10-40_1,9681,0,454,2,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
cifar10-41_1,10190,0,456,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
bert-42_1,10557,0,458,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
cifar10-43_1,10569,0,461,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
cifar10-44_1,10594,0,472,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
cifar10-45_1,11188,0,521,2,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
cifar10-46_1,11721,0,528,2,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
cifar10-47_1,11723,0,533,4,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
bert-48_1,11743,0,554,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
deepspeech2-49_1,11780,0,554,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,0
bert-50_1,11924,0,555,8,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
bert-51_1,12040,0,560,8,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
bert-52_1,12174,0,571,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
bert-53_1,13344,0,576,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
deepspeech2-54_1,13396,0,577,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,0
bert-55_1,13433,0,581,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
bert-56_1,14195,0,653,1,-1,-1,-1,-1,-1,2,58,1,-1,0,-1,-1,-1,1
cifar10-57_1,14594,0,666,1,-1,-1,-1,-1,-1,2,58,1,-1,0,-1,-1,-1,1
deepspeech2-58_1,14613,0,689,1,-1,-1,-1,-1,-1,2,58,1,-1,0,-1,-1,-1,0
bert-59_1,14920,0,707,2,-1,-1,-1,-1,-1,2,58,1,-1,0,-1,-1,-1,1
cifar10-60_1,15056,0,713,8,-1,-1,-1,-1,-1,2,58,1,-1,0,-1,-1,-1,1
cifar10-61_1,15832,0,716,4,-1,-1,-1,-1,-1,2,58,1,-1,0,-1,-1,-1,1
cifar10-62_1,16427,0,729,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
cifar10-63_1,16475,0,729,1,-1,-1,-1,-1,-1,2,58,1,-1,0,-1,-1,-1,1
cifar10-64_1,16862,0,747,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
deepspeech2-65_1,17032,0,754,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,0
cifar10-66_1,17236,0,759,4,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
bert-67_1,17387,0,759,8,-1,-1,-1,-1,-1,2,58,1,-1,0,-1,-1,-1,1
cifar10-68_1,17979,0,780,2,-1,-1,-1,-1,-1,2,58,1,-1,0,-1,-1,-1,1
bert-69_1,18292,0,782,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
bert-70_1,18453,0,787,1,-1,-1,-1,-1,-1,2,58,1,-1,0,-1,-1,-1,1
deepspeech2-71_1,18861,0,815,2,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,0
deepspeech2-72_1,19129,0,821,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,0
bert-73_1,19193,0,821,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
cifar10-74_1,19324,0,828,8,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
cifar10-75_1,19664,0,834,8,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
cifar10-76_1,19954,0,837,1,-1,-1,-1,-1,-1,2,58,1,-1,0,-1,-1,-1,1
cifar10-77_1,20149,0,848,1,-1,-1,-1,-1,-1,2,58,1,-1,0,-1,-1,-1,1
cifar10-78_1,20336,0,857,8,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,1
deepspeech2-79_1,20797,0,865,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,0
bert-80_1,21086,0,889,1,-1,-1,-1,-1,-1,2,58,1,-1,0,-1,-1,-1,1
cifar10-81_1,21192,0,890,1,-1,-1,-1,-1,-1,2,58,1,-1,0,-1,-1,-1,1
bert-82_1,21644,0,893,1,-1,-1,-1,-1,-1,2,58,1,-1,0,-1,-1,-1,1
deepspeech2-83_1,21801,0,903,1,-1,-1,-1,-1,-1,2,7,2,-1,0,-1,-1,-1,0
