procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 117026304  93360 13592856    0    0     7     1    4   11  0  0 100  0  0
 1  0      0 116851056  93360 13592864    0    0     0   236 1138  595  3  0 97  0  0
 1  0      0 116803136  93360 13592864    0    0     0     0  491  498  2  0 98  0  0
 1  0      0 116712064  93364 13592872    0    0     0   272  920  754  1  0 98  0  0
 1  0      0 116663408  93364 13592968    0    0     0     8  444  340  2  0 98  0  0
 2  0      0 116526416  93364 13593008    0    0     0     0  775  402  3  0 97  0  0
 2  0      0 116361104  93364 13593008    0    0     0     0 1260  502  5  0 95  0  0
 2  0      0 116211408  93364 13593008    0    0     0     0 1243  395  5  0 95  0  0
 2  0      0 116079904  93364 13593012    0    0     0   204 1046  536  3  0 97  0  0
 2  0      0 116030960  93364 13593000    0    0     0    12 1183  584  3  0 96  0  0
 1  0      0 115965712  93364 13593064    0    0     0     0  701  516  2  0 98  0  0
 9  0      0 115806704  93364 13593076    0    0     0     0 1061  444  3  0 96  0  0
 3  0      0 115668368  93364 13593076    0    0     0     4 1295  565  5  0 95  0  0
 3  0      0 115323120  93364 13593076    0    0     0     0 1693  937  6  0 93  0  0
 3  0      0 115225680  93364 13593080    0    0     0   212 1284  435  5  0 95  0  0
 2  0      0 115088728  93364 13593048    0    0     0     8 1560  887  5  0 95  0  0
 2  0      0 114994112  93364 13593316    0    0     0    16 1128  699  3  0 96  0  0
 4  0      0 114779920  93368 13593328    0    0     0   112 1251  698  4  0 96  0  0
 3  0      0 114318944  93368 13601544    0    0     0     8 3311  844  7  1 92  0  0
 4  0      0 114201056  93368 13601544    0    0     0     0 2189  691  4  3 93  0  0
 4  0      0 114104496  93368 13601552    0    0     0     0 1623  876  3  4 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 113869672  93368 13601552    0    0     0     0 1555  347  3  4 93  0  0
11  0      0 110859776  93368 13601552    0    0     0    36 2423 1364  8  4 87  0  0
13  0      0 105678712  93376 13601592    0    0     0    76 2586 1687  7  7 86  0  0
 9  0      0 100602928  93384 13601592    0    0     0    24 2472 1673  8  6 86  0  0
15  0      0 95138056  93384 13601592    0    0     0     0 2632 1580  8  6 86  0  0
 2  0      0 94088048  93384 13601592    0    0     0     0 1848 1416  4  4 91  0  0
 2  0      0 99094320  93384 13609800    0    0     0     0 1280  590  2  1 96  0  0
 2  0      0 105248224  93384 13609800    0    0     0   232  882  635  3  1 96  0  0
 2  0      0 107279920  93384 13625244    0    0   396    12  901  412  3  0 96  0  0
 2  0      0 107279216  93388 13625596    0    0     0    36  773  301  4  0 96  0  0
 2  0      0 107279024  93388 13625596    0    0     0     0  808  426  4  0 96  0  0
 2  0      0 107279024  93388 13625596    0    0     0     0  779  285  4  0 96  0  0
 2  0      0 107312448  93388 13625588    0    0     0   128  945  349  3  0 96  0  0
 1  0      0 115338808  93388 13593808    0    0     0     0 2411  922  2  2 96  0  0
 0  0      0 115612464  93400 13593744    0    0     0   156  340  298  0  0 100  0  0
 1  0      0 115626504  93400 13593744    0    0     0     0  208  164  1  0 99  0  0
 1  0      0 116331008  93400 13593712    0    0     0     8 1234  694  3  0 97  0  0
