index, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
0, 0 %, 0 %, 0 MiB
1, 0 %, 0 %, 0 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 0 MiB
1, 0 %, 0 %, 0 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 0 MiB
1, 0 %, 0 %, 0 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 0 MiB
1, 0 %, 0 %, 0 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 3 MiB
1, 0 %, 0 %, 3 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 3 MiB
1, 0 %, 0 %, 3 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 3 MiB
1, 0 %, 0 %, 3 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 1 %, 0 %, 521 MiB
1, 0 %, 0 %, 11 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 6 %, 3 %, 2223 MiB
1, 6 %, 4 %, 1869 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 55 %, 23 %, 4107 MiB
1, 94 %, 33 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 36 %, 4203 MiB
1, 60 %, 19 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 84 %, 28 %, 4203 MiB
1, 48 %, 18 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 55 %, 21 %, 4203 MiB
1, 84 %, 33 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 63 %, 26 %, 4203 MiB
1, 51 %, 17 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 36 %, 4203 MiB
1, 80 %, 31 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 76 %, 26 %, 4203 MiB
1, 90 %, 31 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 90 %, 30 %, 4203 MiB
1, 95 %, 36 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 57 %, 23 %, 4203 MiB
1, 72 %, 23 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 54 %, 23 %, 4203 MiB
1, 51 %, 17 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 36 %, 4203 MiB
1, 71 %, 28 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 85 %, 29 %, 4203 MiB
1, 96 %, 35 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 37 %, 11 %, 4203 MiB
1, 67 %, 21 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 22 %, 4203 MiB
1, 73 %, 23 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 58 %, 24 %, 4203 MiB
1, 52 %, 18 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 35 %, 4203 MiB
1, 71 %, 29 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 84 %, 28 %, 4203 MiB
1, 96 %, 35 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 21 %, 4203 MiB
1, 67 %, 21 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 67 %, 27 %, 4203 MiB
1, 53 %, 17 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 31 %, 11 %, 4203 MiB
1, 32 %, 15 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 35 %, 4203 MiB
1, 61 %, 25 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 31 %, 4203 MiB
1, 96 %, 36 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 57 %, 23 %, 4203 MiB
1, 75 %, 24 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 23 %, 4203 MiB
1, 52 %, 18 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 36 %, 4203 MiB
1, 66 %, 27 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 90 %, 30 %, 4203 MiB
1, 96 %, 37 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 32 %, 4203 MiB
1, 94 %, 35 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 58 %, 23 %, 4203 MiB
1, 76 %, 24 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 22 %, 4203 MiB
1, 52 %, 18 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 35 %, 4203 MiB
1, 64 %, 26 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 32 %, 4203 MiB
1, 96 %, 36 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 58 %, 22 %, 4203 MiB
1, 79 %, 25 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 62 %, 21 %, 4203 MiB
1, 90 %, 29 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 52 %, 20 %, 4203 MiB
1, 55 %, 21 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 85 %, 33 %, 4203 MiB
1, 54 %, 22 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 34 %, 4203 MiB
1, 94 %, 35 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 60 %, 21 %, 4203 MiB
1, 81 %, 26 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 51 %, 19 %, 4203 MiB
1, 52 %, 18 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 35 %, 4203 MiB
1, 64 %, 26 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 33 %, 4203 MiB
1, 94 %, 35 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 58 %, 23 %, 4203 MiB
1, 78 %, 25 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 57 %, 22 %, 4203 MiB
1, 53 %, 18 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 35 %, 4203 MiB
1, 67 %, 27 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 30 %, 4203 MiB
1, 96 %, 36 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 57 %, 22 %, 4203 MiB
1, 71 %, 22 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 59 %, 22 %, 4203 MiB
1, 81 %, 26 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 57 %, 22 %, 4203 MiB
1, 53 %, 19 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 65 %, 26 %, 4203 MiB
1, 50 %, 17 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 36 %, 4203 MiB
1, 81 %, 32 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 76 %, 26 %, 4203 MiB
1, 91 %, 32 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 21 %, 4203 MiB
1, 59 %, 18 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 69 %, 28 %, 4203 MiB
1, 48 %, 18 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 61 %, 25 %, 4203 MiB
1, 52 %, 17 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 35 %, 4203 MiB
1, 73 %, 29 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 84 %, 28 %, 4203 MiB
1, 96 %, 34 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 55 %, 21 %, 4203 MiB
1, 64 %, 20 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 60 %, 25 %, 4203 MiB
1, 52 %, 17 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 35 %, 4203 MiB
1, 77 %, 30 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 80 %, 27 %, 4203 MiB
1, 93 %, 32 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 58 %, 23 %, 4203 MiB
1, 70 %, 22 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 23 %, 4203 MiB
1, 53 %, 17 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 58 %, 23 %, 4203 MiB
1, 75 %, 30 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 55 %, 22 %, 4203 MiB
1, 96 %, 34 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 35 %, 4203 MiB
1, 62 %, 20 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 85 %, 29 %, 4203 MiB
1, 16 %, 1 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 32 %, 4203 MiB
1, 53 %, 18 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 58 %, 23 %, 4203 MiB
1, 68 %, 28 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 22 %, 4203 MiB
1, 96 %, 36 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 35 %, 4203 MiB
1, 70 %, 22 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 31 %, 4203 MiB
1, 52 %, 18 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 22 %, 4203 MiB
1, 74 %, 29 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 7 %, 4 %, 4203 MiB
1, 65 %, 27 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 53 %, 20 %, 4203 MiB
1, 83 %, 32 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 62 %, 25 %, 4203 MiB
1, 91 %, 32 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 36 %, 4203 MiB
1, 57 %, 18 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 79 %, 27 %, 4203 MiB
1, 48 %, 18 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 21 %, 4203 MiB
1, 87 %, 34 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 68 %, 27 %, 4203 MiB
1, 91 %, 31 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 36 %, 4203 MiB
1, 53 %, 16 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 87 %, 29 %, 4203 MiB
1, 52 %, 17 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 21 %, 4203 MiB
1, 79 %, 31 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 60 %, 25 %, 4203 MiB
1, 90 %, 31 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 36 %, 4203 MiB
1, 58 %, 20 %, 3781 MiB
