procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 104619592 106092 26045396    0    0     0     3    1    1  0  0 100  0  0
 1  0      0 104449856 106092 26045404    0    0     0     0 1963 1526  5  0 95  0  0
 0  0      0 104400304 106092 26045404    0    0     0     0 1359 1402  2  0 98  0  0
 1  0      0 104260704 106092 26045448    0    0     0   312 1513 1892  1  0 98  0  0
 1  0      0 104211512 106092 26045344    0    0     0    12  512  391  2  0 98  0  0
 2  0      0 104072408 106092 26045352    0    0     0   348  882  422  3  0 97  0  0
 2  0      0 103961632 106092 26045352    0    0     0     0 1792  548  7  0 93  0  0
 2  0      0 103759776 106092 26045352    0    0     0     0 1559  565  7  0 93  0  0
 2  0      0 103667200 106092 26045356    0    0     0   156  941  440  3  0 97  0  0
 2  0      0 103616752 106092 26045300    0    0     0    12 1164  501  3  0 96  0  0
 1  0      0 103529840 106092 26045328    0    0     0     0 1054  610  2  0 98  0  0
17  0      0 103369320 106092 26045328    0    0     0     0 1245  635  4  0 95  0  0
 5  0      0 103157968 106092 26045328    0    0     0     0 2221 2950  8  1 92  0  0
 5  0      0 102522264 106096 26045324    0    0     0     0 2427 2064 11  1 88  0  0
 5  0      0 102355008 106096 26045332    0    0     0   128 1783  420  8  1 91  0  0
 5  0      0 102136896 106116 26045324    0    0     0    16 2210 2018  8  1 91  0  0
 4  0      0 101917744 106152 26045972    0    0     8    32 2258 1297  7  1 92  0  0
 8  0      0 101740848 106184 26046000    0    0     0     0 1948 2735  7  1 92  0  0
 5  0      0 100798544 106216 26045968    0    0     4     0 6605 2137 13  2 85  0  0
 8  0      0 100133824 106224 26084748    0    0     0   320 3883 2142  8  2 89  0  0
 8  0      0 99408848 106244 26084736    0    0     0     0 2683  534 13  1 86  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 99329728 106244 26270332    0    0     0     0 10723 5725  8  1 91  0  0
 5  0      0 98819304 106244 26565440    0    0     0     0 14773 6951  7  2 92  0  0
 1  0      0 98502736 106244 26859348    0    0     0     8 12512 6309  0  1 99  0  0
 1  0      0 98210352 106244 27154076    0    0     0   140 12408 6231  1  1 99  0  0
 1  0      0 97896752 106244 27458004    0    0     0     0 12881 6374  0  1 99  0  0
 1  0      0 97606992 106244 27752388    0    0     0     0 12926 6334  1  1 99  0  0
 1  0      0 97321128 106244 28041876    0    0     0     0 12879 6115  0  1 99  0  0
 0  0      0 97018992 106244 28343260    0    0     0     0 12242 6347  1  1 99  0  0
 0  0      0 96725968 106244 28638252    0    0     0   588 13448 6501  0  1 99  0  0
 1  0      0 96428704 106244 28933448    0    0     0     0 13389 6608  0  1 99  0  0
 0  0      0 96187568 106244 29174696    0    0     0     0 12098 7311  1  1 99  0  0
 0  0      0 95910048 106244 29448260    0    0     0     0 11532 6687  0  1 99  0  0
 1  0      0 95623232 106244 29735352    0    0     0     0 12025 5986  1  1 99  0  0
 0  0      0 95330768 106244 30027660    0    0     0    96 12055 5770  0  1 99  0  0
 0  0      0 95036448 106244 30322016    0    0     0     4 12152 6162  1  1 99  0  0
 1  0      0 94804944 106244 30547540    0    0     0     4 10003 4477  0  1 99  0  0
 1  0      0 94502080 106244 30848076    0    0     0     0 12246 6449  1  1 99  0  0
 0  0      0 94208448 106244 31143024    0    0     0     0 12085 6424  1  1 99  0  0
 1  0      0 93913088 106244 31438108    0    0     0    52 12285 6681  0  1 99  0  0
 0  0      0 93607200 106244 31743000    0    0     0     0 12365 6534  1  1 99  0  0
 1  0      0 93322400 106244 32028032    0    0     0     0 12445 6213  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
34  0      0 88770440 106244 32108684    0    0   128     0 6381 4715 11  6 84  0  0
35  0      0 80520208 106244 32108688    0    0     0     0 5216 4642 17 10 73  0  0
42  0      0 72334240 106244 32108688    0    0     0    76 5097 4586 17 10 73  0  0
25  0      0 64113248 106244 32108688    0    0     0     0 5209 4578 17 10 73  0  0
36  0      0 56666144 106244 32108688    0    0     0     0 5061 4192 15 11 73  0  0
 4  0      0 46210764 106244 32108688    0    0     0     0 4271 2655  7 19 74  0  0
 5  0      0 50510368 106244 32108692    0    0     0     0 16176 1511  3  4 93  0  0
 5  0      0 60727840 106244 32116884    0    0     0 14488 124775 1239  5  3 92  0  0
 5  0      0 73727448 106244 32116884    0    0     0     0 220258  534  5  4 91  0  0
 4  0      0 84388304 106244 32130656    0    0  6052     8 17142  672  6  2 93  0  0
 4  0      0 90947240 106244 32155420    0    0  2432     0 1452  521  6  1 93  0  0
 4  0      0 90946176 106244 32156172    0    0     0     0 1436  499  7  0 93  0  0
 5  1      0 90944736 106284 32156132    0    0     0 90176 1635 1670  7  0 92  1  0
 4  1      0 90945016 106284 32156192    0    0     0 221184 2061 1305  7  0 91  2  0
 4  1      0 90964512 106284 32156184    0    0     0 221184 1778  747  7  0 91  2  0
 3  1      0 93703120 106284 32124168    0    0     0 221184 3965 1555  6  2 91  2  0
 0  1      0 97066640 106284 32092368    0    0     0 212992 3485 1683  3  2 94  2  0
 2  0      0 97081664 106284 32092368    0    0     0 213212  644  633  1  0 97  2  0
 1  1      0 97764208 106284 32092336    0    0     0 221184 1627  896  3  1 95  2  0
