index, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
0, 0 %, 0 %, 0 MiB
1, 0 %, 0 %, 0 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 0 MiB
1, 0 %, 0 %, 0 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 0 MiB
1, 0 %, 0 %, 0 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 0 MiB
1, 0 %, 0 %, 0 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 3 MiB
1, 0 %, 0 %, 3 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 3 MiB
1, 0 %, 0 %, 3 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 3 MiB
1, 0 %, 0 %, 3 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 4 %, 0 %, 501 MiB
1, 0 %, 0 %, 3 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 1 %, 0 %, 825 MiB
1, 0 %, 0 %, 1367 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 60 %, 22 %, 4107 MiB
1, 89 %, 31 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 21 %, 4203 MiB
1, 59 %, 19 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 35 %, 4203 MiB
1, 50 %, 19 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 31 %, 4203 MiB
1, 88 %, 34 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 22 %, 4203 MiB
1, 92 %, 30 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 57 %, 24 %, 4203 MiB
1, 54 %, 20 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 35 %, 4203 MiB
1, 56 %, 24 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 36 %, 4203 MiB
1, 56 %, 22 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 31 %, 4203 MiB
1, 91 %, 35 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 22 %, 4203 MiB
1, 88 %, 28 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 59 %, 24 %, 4203 MiB
1, 52 %, 19 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 35 %, 4203 MiB
1, 57 %, 24 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 82 %, 28 %, 4203 MiB
1, 94 %, 36 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 30 %, 4203 MiB
1, 94 %, 36 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 22 %, 4203 MiB
1, 82 %, 26 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 62 %, 26 %, 4203 MiB
1, 52 %, 18 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 36 %, 4203 MiB
1, 62 %, 25 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 77 %, 26 %, 4203 MiB
1, 96 %, 36 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 21 %, 4203 MiB
1, 73 %, 23 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 32 %, 16 %, 4203 MiB
1, 52 %, 18 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 62 %, 25 %, 4203 MiB
1, 52 %, 18 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 36 %, 4203 MiB
1, 63 %, 26 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 58 %, 24 %, 4203 MiB
1, 96 %, 36 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 36 %, 4203 MiB
1, 76 %, 24 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 80 %, 27 %, 4203 MiB
1, 52 %, 18 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 21 %, 4203 MiB
1, 66 %, 27 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 21 %, 4203 MiB
1, 71 %, 28 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 71 %, 28 %, 4203 MiB
1, 96 %, 35 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 35 %, 4203 MiB
1, 68 %, 21 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 71 %, 24 %, 4203 MiB
1, 52 %, 17 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 20 %, 4203 MiB
1, 80 %, 31 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 75 %, 30 %, 4203 MiB
1, 91 %, 32 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 69 %, 28 %, 4203 MiB
1, 94 %, 33 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 35 %, 4203 MiB
1, 59 %, 18 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 69 %, 23 %, 4203 MiB
1, 47 %, 17 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 20 %, 4203 MiB
1, 84 %, 33 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 78 %, 31 %, 4203 MiB
1, 88 %, 31 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 35 %, 4203 MiB
1, 59 %, 19 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 68 %, 23 %, 4203 MiB
1, 47 %, 17 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 48 %, 17 %, 4203 MiB
1, 70 %, 28 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 59 %, 25 %, 4203 MiB
1, 96 %, 37 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 35 %, 4203 MiB
1, 76 %, 24 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 90 %, 31 %, 4203 MiB
1, 49 %, 17 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 58 %, 23 %, 4203 MiB
1, 60 %, 25 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 22 %, 4203 MiB
1, 94 %, 35 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 55 %, 21 %, 4203 MiB
1, 93 %, 36 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 34 %, 4203 MiB
1, 89 %, 28 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 33 %, 4203 MiB
1, 53 %, 19 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 61 %, 21 %, 4203 MiB
1, 53 %, 20 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 52 %, 20 %, 4203 MiB
1, 86 %, 34 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 80 %, 32 %, 4203 MiB
1, 92 %, 31 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 35 %, 4203 MiB
1, 57 %, 19 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 34 %, 4203 MiB
1, 56 %, 19 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 63 %, 21 %, 4203 MiB
1, 51 %, 19 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 53 %, 20 %, 4203 MiB
1, 88 %, 34 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 82 %, 32 %, 4203 MiB
1, 92 %, 31 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 34 %, 4203 MiB
1, 56 %, 19 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 60 %, 21 %, 4203 MiB
1, 55 %, 21 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 52 %, 19 %, 4203 MiB
1, 91 %, 35 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 77 %, 31 %, 4203 MiB
1, 88 %, 31 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 35 %, 4203 MiB
1, 58 %, 19 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 63 %, 22 %, 4203 MiB
1, 55 %, 20 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 51 %, 20 %, 4203 MiB
1, 90 %, 35 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 85 %, 33 %, 4203 MiB
1, 92 %, 30 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 33 %, 4203 MiB
1, 45 %, 14 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 34 %, 4203 MiB
1, 86 %, 33 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 60 %, 22 %, 4203 MiB
1, 92 %, 30 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 55 %, 21 %, 4203 MiB
1, 55 %, 21 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 90 %, 35 %, 4203 MiB
1, 56 %, 22 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 32 %, 4203 MiB
1, 93 %, 36 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 58 %, 23 %, 4203 MiB
1, 84 %, 27 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 16 %, 8 %, 4203 MiB
1, 38 %, 10 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 22 %, 4203 MiB
1, 52 %, 19 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 35 %, 4203 MiB
1, 60 %, 25 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 86 %, 29 %, 4203 MiB
1, 95 %, 36 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 22 %, 4203 MiB
1, 77 %, 24 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 60 %, 25 %, 4203 MiB
1, 51 %, 18 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 36 %, 4203 MiB
1, 69 %, 28 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 77 %, 26 %, 4203 MiB
1, 94 %, 35 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 21 %, 4203 MiB
1, 76 %, 24 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 63 %, 26 %, 4203 MiB
1, 51 %, 17 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 36 %, 4203 MiB
1, 70 %, 28 %, 3781 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 75 %, 25 %, 4203 MiB
1, 96 %, 35 %, 3781 MiB
