procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 95973608 106636 34670188    0    0     0     3    1    1  0  0 100  0  0
 1  0      0 95797168 106636 34670196    0    0     0     0 1507 1393  3  0 97  0  0
 1  0      0 95752176 106636 34670196    0    0     0     0  942 1339  2  0 98  0  0
 1  0      0 95698288 106636 34670204    0    0     0   384 1097 1368  2  0 98  0  0
 1  0      0 95651376 106636 34670216    0    0     0    12  494  401  1  0 98  0  0
 1  0      0 95317824 106636 34670220    0    0     0     0  430  209  1  0 98  0  0
 1  0      0 95232400 106636 34670220    0    0     0     0  387  274  2  0 98  0  0
 1  0      0 95030912 106636 34678428    0    0     0     0 2321  908  2  1 97  0  0
 1  0      0 94378232 106636 34881112    0    0     0   120 6619 10897  1  1 98  0  0
 1  0      0 94150376 106636 34900004    0    0     0     0 1319 3633  2  1 97  0  0
 1  0      0 94169632 106636 34881196    0    0     0     0 1158 5616  3  0 97  0  0
 2  0      0 94169424 106636 34881196    0    0     0     0 1016 4169  3  0 97  0  0
 1  0      0 94168720 106636 34881200    0    0     0     8  955 3850  3  0 97  0  0
 2  0      0 94168944 106636 34881196    0    0     0     0  963 3862  3  0 97  0  0
 2  0      0 94168704 106636 34881184    0    0     0    44 1047 5072  3  0 97  0  0
 2  0      0 94166752 106636 34881688    0    0     0     0  969 4256  3  0 97  0  0
 1  0      0 94167584 106636 34880928    0    0     0     0  891 4296  3  0 97  0  0
 1  0      0 94167480 106636 34881912    0    0     0    12 1102 4195  3  0 97  0  0
 2  0      0 94146768 106636 34899852    0    0     0     0  975 4490  3  0 97  0  0
 2  0      0 94165592 106636 34881768    0    0     0    40 1152 5279  3  0 97  0  0
 2  0      0 94166848 106636 34881372    0    0     0     0  986 4420  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 94163840 106636 34881008    0    0     0     0 1003 4186  3  0 97  0  0
 2  0      0 94149616 106636 34900368    0    0     0     0 1093 4640  3  0 97  0  0
 1  0      0 94168352 106636 34881088    0    0     0     0 1016 4272  3  0 97  0  0
 1  0      0 94168272 106636 34881832    0    0     0    24  947 4915  3  0 97  0  0
 1  0      0 94165928 106636 34881068    0    0     0     0 1000 4321  3  0 97  0  0
 1  0      0 94165032 106636 34881944    0    0     0   312 1104 4428  3  0 97  0  0
 2  0      0 94166840 106636 34881064    0    0     0     0 1274 4310  3  0 97  0  0
 1  0      0 94166448 106636 34881856    0    0     0     0 1139 5141  3  0 97  0  0
 2  0      0 94164128 106636 34881180    0    0     0    96 1074 4198  3  0 97  0  0
 1  0      0 94168240 106636 34881468    0    0     0     0 1014 4392  3  0 97  0  0
 2  0      0 94149600 106636 34899852    0    0     0     0 1010 4205  3  0 97  0  0
 1  0      0 94167760 106636 34881468    0    0     0     0  912 3982  3  0 97  0  0
 2  0      0 94168944 106636 34881040    0    0     0     4 1049 4950  3  0 97  0  0
 1  0      0 94165200 106636 34881976    0    0     0    36 1025 4298  3  0 97  0  0
 1  0      0 94166016 106636 34881220    0    0     0    16 1105 3947  3  0 97  0  0
 2  0      0 94147952 106636 34900388    0    0     0     0  910 4186  3  0 97  0  0
 1  0      0 94166928 106636 34881120    0    0     0     0 1081 4254  3  0 97  0  0
 2  0      0 94167520 106636 34881364    0    0     0     0 1016 5169  3  0 97  0  0
 1  0      0 94164768 106636 34881392    0    0     0   188 1020 3869  3  0 97  0  0
 2  0      0 94150792 106636 34899940    0    0     0     0  896 4314  3  0 97  0  0
 2  0      0 94152384 106636 34898832    0    0     0     0 1067 4260  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 94169664 106636 34881916    0    0     0     0 1051 3984  3  0 97  0  0
 2  0      0 94167112 106636 34881468    0    0     0     0 1073 5305  3  0 97  0  0
 1  0      0 94167680 106636 34881460    0    0     0    28  957 4270  3  0 97  0  0
 2  0      0 94150384 106636 34898892    0    0     0     0  966 3932  3  0 97  0  0
 2  0      0 94150456 106636 34900276    0    0     0     0  964 4336  3  0 97  0  0
 2  0      0 94168992 106636 34881576    0    0     0     0 1054 5090  3  0 97  0  0
 2  0      0 94166176 106636 34881412    0    0     0    12 1003 4812  3  0 97  0  0
 1  0      0 94166512 106636 34881520    0    0     0    76 1003 4278  3  0 97  0  0
 1  0      0 94166120 106636 34881852    0    0     0     0 1093 4540  3  0 97  0  0
 2  0      0 94167424 106636 34881112    0    0     0     0  976 4213  3  0 97  0  0
 1  0      0 94168256 106636 34881408    0    0     0     0 1072 5158  3  0 97  0  0
 1  0      0 94165008 106636 34881104    0    0     0     0  977 4120  3  0 97  0  0
 1  0      0 94165584 106636 34881408    0    0     0    28 1003 4032  3  0 97  0  0
 2  0      0 94157088 106636 34890724    0    0     0     0  925 3817  3  0 97  0  0
 1  0      0 94166000 106636 34881396    0    0     0     0 1023 4154  3  0 97  0  0
 2  0      0 94166368 106636 34881532    0    0     0   240 1030 4427  3  0 97  0  0
 2  0      0 94167664 106636 34881392    0    0     0     4 1052 4836  3  0 97  0  0
 2  0      0 94164912 106636 34881384    0    0     0    20  997 4357  3  0 97  0  0
 1  0      0 94164496 106636 34881312    0    0     0     0 1046 4131  3  0 97  0  0
 1  0      0 94165832 106636 34880876    0    0     0     0  909 4069  3  0 97  0  0
 2  0      0 94165904 106636 34881440    0    0     0     0 1108 4817  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 94166752 106636 34880964    0    0     0     0 1022 4985  3  0 97  0  0
 2  0      0 94163744 106636 34881408    0    0     0    28 1027 4079  3  0 97  0  0
 1  0      0 94167232 106636 34881336    0    0     0     8 1138 4444  3  0 97  0  0
 2  0      0 94163656 106636 34881408    0    0     0   176 1324 4896  3  0 97  0  0
 2  0      0 94164488 106636 34880948    0    0     0     0  939 5010  3  0 97  0  0
 2  0      0 94165080 106636 34881804    0    0     0     0 1005 4175  3  0 97  0  0
 1  0      0 94164848 106636 34881792    0    0     0     0  921 4161  3  0 97  0  0
 2  0      0 94165104 106636 34881380    0    0     0     8  997 4457  3  0 97  0  0
 2  0      0 94165104 106636 34881364    0    0     0     0  981 4996  3  0 97  0  0
 2  0      0 94165120 106636 34881376    0    0     0    28  975 3924  3  0 97  0  0
 1  0      0 94165152 106636 34881376    0    0     0     0  936 4159  3  0 97  0  0
 2  0      0 94165160 106636 34881376    0    0     0   100  997 4112  2  0 97  0  0
 3  0      0 94165176 106636 34881376    0    0     0     0 1050 4126  3  0 97  0  0
 2  0      0 94165200 106636 34881368    0    0     0     0 1002 5013  3  0 97  0  0
 1  0      0 94165456 106636 34881376    0    0     0    28 1221 3972  3  0 97  0  0
 1  0      0 94165232 106636 34881380    0    0     0     0 1267 4551  3  0 97  0  0
 1  0      0 94165232 106636 34881376    0    0     0     8  932 4265  3  0 97  0  0
 2  0      0 94165000 106636 34881368    0    0     0     0  933 4100  3  0 97  0  0
 2  0      0 94165000 106636 34881376    0    0     0     0 1014 5068  3  0 97  0  0
 2  0      0 94165264 106636 34881368    0    0     0    28 1177 4186  3  0 97  0  0
 1  0      0 94164784 106636 34881384    0    0     0     4  987 4127  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 94165040 106636 34881380    0    0     0     0 1018 4389  3  0 97  0  0
 2  0      0 94164560 106636 34881372    0    0     0     0  996 4992  3  0 97  0  0
 2  0      0 94164816 106636 34881380    0    0     0     0 1067 4169  3  0 97  0  0
 2  0      0 94164824 106636 34881384    0    0     0    28  920 3929  3  0 97  0  0
 2  0      0 94164840 106636 34881384    0    0     0     0 1064 4079  3  0 97  0  0
 2  0      0 94164608 106636 34881376    0    0     0     0  964 4983  3  0 97  0  0
 2  0      0 94164864 106636 34881384    0    0     0     0 1024 4319  3  0 97  0  0
 1  0      0 94164640 106636 34881388    0    0     0     0  936 4250  3  0 97  0  0
 2  0      0 94164896 106636 34881384    0    0     0   244 1103 3938  3  0 97  0  0
